SNo,Provinces,Name,Municipal sub-type,Population -2011,Population -2006,Change (%),Land area (km²),Population density (per km2),,,
336, Ontario,Smiths Falls,Town,"8,978","9,163",?2.0,9.61,934.6,,,
337, Ontario,Smooth Rock Falls,Town,"1,376","1,473",?6.6,199.79,6.9,,,
338, Ontario,South Algonquin,Township,"1,211","1,253",?3.4,872.49,1.4,,,
339, Ontario,South Bruce Peninsula,Town,"8,413","8,415",0,538.32,15.6,,,
340, Ontario,South Bruce,Municipality,"5,685","5,939",?4.3,487.27,11.7,,,
341, Ontario,South Dundas,Municipality,"10,794","10,535",2.5,520.1,20.8,,,
342, Ontario,South Frontenac,Township,"18,113","18,227",?0.6,971.68,18.6,,,
343, Ontario,South Glengarry,Township,"13,162","12,880",2.2,605.3,21.7,,,
344, Ontario,South Huron,Municipality,"9,945","9,982",?0.4,425.36,23.4,,,
345, Ontario,South River,Village,"1,049","1,069",?1.9,4.04,259.5,,,
346, Ontario,South Stormont,Township,"12,617","12,520",0.8,447.5,28.2,,,
347, Ontario,Southgate,Township,"7,190","7,072",1.7,644.35,11.2,,,
348, Ontario,Southwest Middlesex,Municipality,"5,860","5,890",?0.5,427.97,13.7,,,
349, Ontario,South-West Oxford,Township,"7,544","7,589",?0.6,370.48,20.4,,,
350, Ontario,Southwold,Township,"4,494","4,724",?4.9,301.71,14.9,,,
351, Ontario,Spanish,Town,696,728,?4.4,108.39,6.4,,,
352, Ontario,Springwater,Township,"18,223","17,456",4.4,536.23,34,,,
353, Ontario,St. Catharines,City,"1,31,400","1,31,989",?0.4,96.11,"1,367.20",,,
354, Ontario,St. Clair,Township,"14,515","14,649",?0.9,619.32,23.4,,,
355, Ontario,St. Joseph,Township,"1,201","1,129",6.4,129.36,9.3,,,
356, Ontario,St. Marys,Town,"6,655","6,617",0.6,12.48,533.3,,,
357, Ontario,St. Thomas,City,"37,905","36,110",5,35.52,"1,067.30",,,
358, Ontario,St.-Charles,Municipality,"1,282","1,159",10.6,321.54,4,,,
359, Ontario,Stirling-Rawdon,Township,"4,978","4,906",1.5,282.31,17.6,,,
360, Ontario,Stone Mills,Township,"7,560","7,568",?0.1,708.83,10.7,,,
361, Ontario,Stratford,City,"30,886","30,516",1.2,26.95,"1,146.00",,,
362, Ontario,Strathroy-Caradoc,Township,"20,978","19,959",5.1,274.12,76.5,,,
363, Ontario,Strong,Township,"1,341","1,327",1.1,159.28,8.4,,,
364, Ontario,Sundridge,Village,985,942,4.6,2.23,441.3,,,
365, Ontario,Tarbutt and Tarbutt Additional,Township,396,388,2.1,53.14,7.5,,,
366, Ontario,Tay Valley,Township,"5,571","5,634",?1.1,549.12,10.1,,,
367, Ontario,Tay,Township,"9,736","9,748",?0.1,139,70,,,
368, Ontario,Tecumseh,Town,"23,610","24,224",?2.5,94.69,249.3,,,
369, Ontario,Tehkummah,Township,406,382,6.3,132.48,3.1,,,
370, Ontario,Temagami,Municipality,840,934,?12.2,"1,906.42",0.4,,,
371, Ontario,Temiskaming Shores,City,"10,400","10,442",?0.4,177.91,58.5,,,
372, Ontario,Terrace Bay,Township,"1,471","1,625",?9.5,151.04,9.7,,,
373, Ontario,Thames Centre,Municipality,"13,000","13,085",?0.6,433.95,30,,,
374, Ontario,Thessalon,Town,"1,279","1,312",?2.5,4.37,292.4,,,
375, Ontario,Thornloe,Village,123,105,17.1,6.49,19,,,
376, Ontario,Thorold,City,"17,931","18,224",?1.6,83,216,,,
377, Ontario,Thunder Bay,City,"1,08,359","1,09,160",?0.7,328.24,330.1,,,
378, Ontario,Tillsonburg,Town,"15,301","14,822",3.2,22.34,685.1,,,
379, Ontario,Timmins,City,"43,165","42,997",0.4,"2,979.15",14.5,,,
380, Ontario,Tiny,Township,"11,232","10,754",4.4,336.83,33.3,,,
381, Ontario,Toronto,City,"26,15,060","25,03,281",4.5,630.21,"4,149.50",,,
382, Ontario,Trent Hills,Municipality,"12,604","12,247",2.9,511.9,24.6,,,
383, Ontario,Trent Lakes,Municipality,"5,105","5,284",?3.4,860.26,5.9,,,
384, Ontario,Tudor and Cashel,Township,586,682,?14.1,445.67,1.3,,,
385, Ontario,Tweed,Municipality,"6,057","5,614",7.9,953.75,6.4,,,
386, Ontario,Tyendinaga,Township,"4,150","4,070",2,313,13.3,,,
387, Ontario,Uxbridge,Township,"20,623","19,169",7.6,420.83,49,,,
388, Ontario,Val Rita-Harty,Township,817,939,?13.0,382.71,2.1,,,
389, Ontario,Vaughan,City,"2,88,301","2,38,866",20.7,273.52,"1,054.00",,,
390, Ontario,Wainfleet,Township,"6,356","6,601",?3.7,217.29,29.3,,,
391, Ontario,Warwick,Township,"3,717","3,945",?5.8,290.2,12.8,,,
392, Ontario,Wasaga Beach,Town,"17,537","15,029",16.7,58.43,300.1,,,
393, Ontario,Waterloo,City,"98,780","97,475",1.3,64.02,"1,542.90",,,
394, Ontario,Wawa,Municipality,"2,975","3,204",?7.1,417.78,7.1,,,
395, Ontario,Welland,City,"50,631","50,331",0.6,81.09,624.4,,,
396, Ontario,Wellesley,Township,"10,713","9,789",9.4,277.79,38.6,,,
397, Ontario,Wellington North,Township,"11,477","11,175",2.7,526.28,21.8,,,
398, Ontario,West Elgin,Municipality,"5,157","5,349",?3.6,322.52,16,,,
399, Ontario,West Grey,Municipality,"12,286","12,288",0,876.02,14,,,
400, Ontario,West Lincoln,Township,"13,837","13,167",5.1,387.78,35.7,,,
401, Ontario,West Nipissing,Municipality,"14,149","13,410",5.5,"1,992.08",7.1,,,
402, Ontario,West Perth,Municipality,"8,919","8,839",0.9,579.42,15.4,,,
403, Ontario,Westport,Village,628,645,?2.6,1.71,366.5,,,
404, Ontario,Whitby,Town,"1,22,022","1,11,184",9.7,146.53,832.7,,,
405, Ontario,Whitchurch-Stouffville,Town,"37,628","24,390",54.3,206.41,182.3,,,
406, Ontario,White River,Township,607,841,?27.8,96.94,6.3,,,
407, Ontario,Whitestone,Municipality,918,"1,030",?10.9,957.52,1,,,
408, Ontario,Whitewater,Township,"6,921","6,631",4.4,537.96,12.9,,,
409, Ontario,Wilmot,Township,"19,223","17,097",12.4,263.72,72.9,,,
410, Ontario,Windsor,City,"2,10,891","2,16,473",?2.6,146.32,"1,441.30",,,
411, Ontario,Wollaston,Township,708,730,?3.0,220.19,3.2,,,
412, Ontario,Woodstock,City,"37,754","35,822",5.4,49,770.5,,,
413, Ontario,Woolwich,Township,"23,145","19,658",17.7,326.17,71,,,
414, Ontario,Zorra,Township,"8,058","8,125",?0.8,528.99,15.2,,,
415, Nova Scotia,Cape Breton,Regional Municipality,"97,398","1,02,250",?4.7,"2,433.35",40,,,
416, Nova Scotia,Halifax,Regional Municipality,"3,90,096","3,72,679",4.7,"5,490.28",71.1,,,
417, Nova Scotia,Queens,Regional Municipality,"10,917","11,177",?2.3,"2,392.85",4.6,,,
418, Nova Scotia,Amherst,Town,"9,717","9,505",2.2,12.02,808.4,,,
419, Nova Scotia,Annapolis Royal,Town,481,444,8.3,2.04,235.8,,,
420, Nova Scotia,Antigonish,Town,"4,524","4,236",6.8,5.15,879.2,,,
421, Nova Scotia,Berwick,Town,"2,454","2,454",0,6.66,368.6,,,
422, Nova Scotia,Bridgetown,Town,949,972,?2.4,3.54,267.8,,,
423, Nova Scotia,Bridgewater,Town,"8,241","7,944",3.7,13.6,605.8,,,
424, Nova Scotia,Clark's Harbour,Town,820,860,?4.7,2.9,282.7,,,
425, Nova Scotia,Digby,Town,"2,152","2,092",2.9,3.14,686.1,,,
426, Nova Scotia,Hantsport,Town,"1,159","1,191",?2.7,2.13,544.6,,,
427, Nova Scotia,Kentville,Town,"6,094","5,815",4.8,17.35,351.2,,,
428, Nova Scotia,Lockeport,Town,588,646,?9.0,2.32,253.4,,,
429, Nova Scotia,Lunenburg,Town,"2,313","2,317",?0.2,4.01,576.9,,,
430, Nova Scotia,Mahone Bay,Town,943,904,4.3,3.13,301.4,,,
431, Nova Scotia,Middleton,Town,"1,749","1,829",?4.4,5.44,321.6,,,
432, Nova Scotia,Mulgrave,Town,794,879,?9.7,17.81,44.6,,,
433, Nova Scotia,New Glasgow,Town,"9,562","9,455",1.1,9.93,963.3,,,
434, Nova Scotia,Oxford,Town,"1,151","1,178",?2.3,10.76,106.9,,,
435, Nova Scotia,Parrsboro,Town,"1,305","1,401",?6.9,14.88,87.7,,,
436, Nova Scotia,Pictou,Town,"3,437","3,813",?9.9,7.94,432.9,,,
437, Nova Scotia,Port Hawkesbury,Town,"3,366","3,517",?4.3,8.11,414.8,,,
438, Nova Scotia,Shelburne,Town,"1,686","1,879",?10.3,9,187.3,,,
439, Nova Scotia,Springhill,Town,"3,868","3,941",?1.9,11.15,346.8,,,
440, Nova Scotia,Stellarton,Town,"4,485","4,717",?4.9,8.99,498.8,,,
441, Nova Scotia,Stewiacke,Town,"1,438","1,421",1.2,17.67,81.4,,,
442, Nova Scotia,Trenton,Town,"2,616","2,741",?4.6,6,435.7,,,
443, Nova Scotia,Truro,Town,"12,059","11,765",2.5,37.63,320.5,,,
444, Nova Scotia,Westville,Town,"3,798","3,805",?0.2,14.39,264,,,
445, Nova Scotia,Windsor,Town,"3,785","3,709",2,9.06,417.8,,,
446, Nova Scotia,Wolfville,Town,"4,269","3,772",13.2,6.45,661.7,,,
447, Nova Scotia,Yarmouth,Town,"6,761","7,162",?5.6,10.56,640.3,,,
448, Nova Scotia,Argyle,Municipal District,"8,252","8,656",?4.7,"1,528.10",5.4,,,
449, Nova Scotia,Barrington,Municipal District,"6,994","7,331",?4.6,631.94,11.1,,,
450, Nova Scotia,Chester,Municipal District,"10,599","10,741",?1.3,"1,122.22",9.4,,,
451, Nova Scotia,Clare,Municipal District,"8,319","8,813",?5.6,852.82,9.8,,,
452, Nova Scotia,Digby,Municipal District,"7,463","7,986",?6.5,"1,655.88",4.5,,,
453, Nova Scotia,East Hants,Municipal District,"22,111","21,397",3.3,"1,786.47",12.4,,,
454, Nova Scotia,Guysborough,Municipal District,"4,189","4,681",?10.5,"2,111.42",2,,,
455, Nova Scotia,Lunenburg,Municipal District,"25,118","25,164",?0.2,"1,759.64",14.3,,,
456, Nova Scotia,Shelburne,Municipal District,"4,408","4,828",?8.7,"1,818.49",2.4,,,
457, Nova Scotia,St. Mary's,Municipal District,"2,354","2,587",?9.0,"1,909.59",1.2,,,
458, Nova Scotia,West Hants,Municipal District,"14,165","13,871",2.1,"1,241.95",11.4,,,
459, Nova Scotia,Yarmouth,Municipal District,"10,105","10,304",?1.9,585.75,17.3,,,
460,Newfoundland and Labrador,Corner Brook,City,"19,886","20,083",?1.0,148.26,134.1,,,
461,Newfoundland and Labrador,Mount Pearl,City,"24,284","24,671",?1.6,15.75,"1,542.10",,,
462,Newfoundland and Labrador,St. John's,City,"1,06,172","1,00,646",5.5,446.06,238,,,
463,Newfoundland and Labrador,Admirals Beach,Town,153,185,?17.3,24.42,6.3,,,
464,Newfoundland and Labrador,Anchor Point,Town,326,309,5.5,2.41,135.2,,,
465,Newfoundland and Labrador,Appleton,Town,622,582,6.9,6.39,97.3,,,
466,Newfoundland and Labrador,Aquaforte,Town,83,103,?19.4,6.82,12.2,,,
467,Newfoundland and Labrador,Arnold's Cove,Town,990,"1,003",?1.3,4.93,201,,,
468,Newfoundland and Labrador,Avondale,Town,636,667,?4.6,29.93,21.2,,,
469,Newfoundland and Labrador,Badger,Town,793,813,?2.5,1.96,404.6,,,
470,Newfoundland and Labrador,Baie Verte,Town,"1,370","1,275",7.5,371.09,3.7,,,
471,Newfoundland and Labrador,Baine Harbour,Town,137,134,2.2,4.82,28.4,,,
472,Newfoundland and Labrador,Bauline,Town,397,379,4.7,15.95,24.9,,,
473,Newfoundland and Labrador,Bay Bulls,Town,"1,283","1,078",19,30.74,41.7,,,
474,Newfoundland and Labrador,Bay de Verde,Town,398,470,?15.3,13.28,30,,,
475,Newfoundland and Labrador,Bay L'Argent,Town,285,287,?0.7,3.56,80.1,,,
476,Newfoundland and Labrador,Bay Roberts,Town,"5,818","5,414",7.5,23.92,243.2,,,
477,Newfoundland and Labrador,Baytona,Town,264,276,?4.3,15.38,17.2,,,
478,Newfoundland and Labrador,Beachside,Town,150,183,?18.0,2.61,57.4,,,
479,Newfoundland and Labrador,Bellburns,Town,62,83,?25.3,7.39,8.4,,,
480,Newfoundland and Labrador,Belleoram,Town,409,421,?2.9,2.1,194.6,,,
481,Newfoundland and Labrador,Birchy Bay,Town,566,618,?8.4,49.52,11.4,,,
482,Newfoundland and Labrador,Bird Cove,Town,182,137,32.8,9.39,19.4,,,
483,Newfoundland and Labrador,Bishop's Cove,Town,275,329,?16.4,1.89,145.5,,,
484,Newfoundland and Labrador,Bishop's Falls,Town,"3,341","3,399",?1.8,28.12,118.8,,,
485,Newfoundland and Labrador,Bonavista,Town,"3,589","3,764",?4.6,31.5,113.9,,,
486,Newfoundland and Labrador,Botwood,Town,"3,008","3,052",?1.4,15.05,199.9,,,
487,Newfoundland and Labrador,Branch,Town,247,309,?20.1,16.15,15.3,,,
488,Newfoundland and Labrador,Brent's Cove,Town,181,204,?11.3,1.02,177.1,,,
489,Newfoundland and Labrador,Brighton,Town,171,203,?15.8,2.23,76.7,,,
490,Newfoundland and Labrador,Brigus,Town,750,794,?5.5,11.57,64.8,,,
491,Newfoundland and Labrador,Bryant's Cove,Town,396,417,?5.0,4.87,81.2,,,
492,Newfoundland and Labrador,Buchans,Town,696,761,?8.5,4.88,142.6,,,
493,Newfoundland and Labrador,Burgeo,Town,"1,464","1,607",?8.9,31.34,46.7,,,
494,Newfoundland and Labrador,Burin,Town,"2,424","2,483",?2.4,34.05,71.2,,,
495,Newfoundland and Labrador,Burlington,Town,349,376,?7.2,4.1,85.2,,,
496,Newfoundland and Labrador,Burnt Islands,Town,651,703,?7.4,9.52,68.4,,,
497,Newfoundland and Labrador,Campbellton,Town,520,494,5.3,35.71,14.6,,,
498,Newfoundland and Labrador,Cape Broyle,Town,506,545,?7.2,10.05,50.4,,,
499,Newfoundland and Labrador,Cape St. George,Town,949,893,6.3,33.46,28.4,,,
500,Newfoundland and Labrador,Carbonear,Town,"4,739","4,723",0.3,11.81,401.2,,,
501,Newfoundland and Labrador,Carmanville,Town,737,753,?2.1,43.08,17.1,,,
502,Newfoundland and Labrador,Cartwright,Town,516,552,?6.5,3.27,157.9,,,
503,Newfoundland and Labrador,Centreville-Wareham-Trinity,Town,"1,161","1,122",3.5,37.25,31.2,,,
504,Newfoundland and Labrador,Chance Cove,Town,282,310,?9.0,18.2,15.5,,,
505,Newfoundland and Labrador,Change Islands,Town,257,300,?14.3,5.31,48.4,,,
506,Newfoundland and Labrador,Channel-Port aux Basques,Town,"4,170","4,319",?3.4,38.77,107.6,,,
507,Newfoundland and Labrador,Chapel Arm,Town,468,451,3.8,28.17,16.6,,,
508,Newfoundland and Labrador,Charlottetown (Labrador),Town,308,366,?15.8,30.53,10.1,,,
509,Newfoundland and Labrador,Clarenville,Town,"6,036","5,274",14.4,140.79,42.9,,,
510,Newfoundland and Labrador,Clarke's Beach,Town,"1,396","1,289",8.3,12.71,109.8,,,
511,Newfoundland and Labrador,Coachman's Cove,Town,92,93,?1.1,18.15,5.1,,,
512,Newfoundland and Labrador,Colinet,Town,110,165,?33.3,6.23,17.7,,,
513,Newfoundland and Labrador,Colliers,Town,651,722,?9.8,26.16,24.9,,,
514,Newfoundland and Labrador,Come By Chance,Town,247,260,?5.0,41.16,6,,,
515,Newfoundland and Labrador,Comfort Cove-Newstead,Town,451,451,0,29.83,15.1,,,
516,Newfoundland and Labrador,Conception Bay South,Town,"24,848","21,966",13.1,59.27,419.2,,,
517,Newfoundland and Labrador,Conception Harbour,Town,697,743,?6.2,21.62,32.2,,,
518,Newfoundland and Labrador,Conche,Town,181,225,?19.6,9.09,19.9,,,
519,Newfoundland and Labrador,Cook's Harbour,Town,176,190,?7.4,1.95,90.3,,,
520,Newfoundland and Labrador,Cormack,Town,605,657,?7.9,135.23,4.5,,,
521,Newfoundland and Labrador,Cottlesville,Town,272,279,?2.5,11.17,24.3,,,
522,Newfoundland and Labrador,Cow Head,Town,475,493,?3.7,17.84,26.6,,,
523,Newfoundland and Labrador,Cox's Cove,Town,660,646,2.2,7.21,91.5,,,
524,Newfoundland and Labrador,Crow Head,Town,203,205,?1.0,2.98,68.1,,,
525,Newfoundland and Labrador,Cupids,Town,761,790,?3.7,11.02,69,,,
526,Newfoundland and Labrador,Daniel's Harbour,Town,265,288,?8.0,8.19,32.4,,,
527,Newfoundland and Labrador,Deer Lake,Town,"4,995","4,827",3.5,73.23,68.2,,,
528,Newfoundland and Labrador,Dover,Town,673,688,?2.2,11.55,58.2,,,
529,Newfoundland and Labrador,Duntara,Town,46,72,?36.1,17.78,2.6,,,
530,Newfoundland and Labrador,Eastport,Town,482,499,?3.4,18.64,25.9,,,
531,Newfoundland and Labrador,Elliston,Town,337,306,10.1,10.05,33.5,,,
532,Newfoundland and Labrador,Embree,Town,691,703,?1.7,18.16,38.1,,,
533,Newfoundland and Labrador,Englee,Town,583,618,?5.7,28.76,20.3,,,
534,Newfoundland and Labrador,English Harbour East,Town,147,169,?13.0,3.2,45.9,,,
535,Newfoundland and Labrador,Fermeuse,Town,323,284,13.7,38.73,8.3,,,
536,Newfoundland and Labrador,Ferryland,Town,465,529,?12.1,13.62,34.1,,,
537,Newfoundland and Labrador,Flatrock,Town,"1,457","1,214",20,18.12,80.4,,,
538,Newfoundland and Labrador,Fleur de Lys,Town,265,320,?17.2,39.77,6.7,,,
539,Newfoundland and Labrador,Flower's Cove,Town,308,270,14.1,7.64,40.3,,,
540,Newfoundland and Labrador,Fogo,Town,658,748,?12.0,5.92,111.2,,,
541,Newfoundland and Labrador,Fogo Island,Town,"2,395","2,706",?11.5,237.71,10.1,,,
542,Newfoundland and Labrador,Forteau,Town,429,448,?4.2,7.44,57.6,,,
543,Newfoundland and Labrador,Fortune,Town,"1,442","1,458",?1.1,54.85,26.3,,,
544,Newfoundland and Labrador,Fox Cove-Mortier,Town,333,351,?5.1,25.6,13,,,
545,Newfoundland and Labrador,Fox Harbour,Town,270,314,?14.0,19.78,13.6,,,
546,Newfoundland and Labrador,Frenchman's Cove,Town,172,166,3.6,68.55,2.5,,,
547,Newfoundland and Labrador,Gallants,Town,59,54,9.3,6.34,9.3,,,
548,Newfoundland and Labrador,Gambo,Town,"1,984","2,072",?4.2,92.07,21.5,,,
549,Newfoundland and Labrador,Gander,Town,"11,054","9,951",11.1,104.25,106,,,
550,Newfoundland and Labrador,Garnish,Town,545,578,?5.7,39.11,13.9,,,
551,Newfoundland and Labrador,Gaskiers-Point La Haye,Town,233,302,?22.8,23.81,9.8,,,
552,Newfoundland and Labrador,Gaultois,Town,179,265,?32.5,4.33,41.4,,,
553,Newfoundland and Labrador,Gillams,Town,407,402,1.2,6.7,60.8,,,
554,Newfoundland and Labrador,Glenburnie-Birchy Head-Shoal Brook,Town,258,275,?6.2,6.57,39.3,,,
555,Newfoundland and Labrador,Glenwood,Town,791,762,3.8,6.92,114.4,,,
556,Newfoundland and Labrador,Glovertown,Town,"2,122","2,062",2.9,70.33,30.2,,,
557,Newfoundland and Labrador,Goose Cove East,Town,211,234,?9.8,2.69,78.5,,,
558,Newfoundland and Labrador,Grand Bank,Town,"2,415","2,580",?6.4,16.97,142.3,,,
559,Newfoundland and Labrador,Grand Falls-Windsor,Town,"13,725","13,558",1.2,54.67,251.1,,,
560,Newfoundland and Labrador,Grand le Pierre,Town,260,264,?1.5,153.59,1.7,,,
561,Newfoundland and Labrador,Greenspond,Town,305,365,?16.4,2.85,107,,,
562,Newfoundland and Labrador,Hampden,Town,457,489,?6.5,32.97,13.9,,,
563,Newfoundland and Labrador,Hant's Harbour,Town,346,401,?13.7,32.31,10.7,,,
564,Newfoundland and Labrador,Happy Adventure,Town,219,227,?3.5,9.62,22.8,,,
565,Newfoundland and Labrador,Happy Valley-Goose Bay,Town,"7,552","7,572",?0.3,305.85,24.7,,,
566,Newfoundland and Labrador,Harbour Breton,Town,"1,711","1,877",?8.8,13.74,124.6,,,
567,Newfoundland and Labrador,Harbour Grace,Town,"3,131","3,074",1.9,33.71,92.9,,,
568,Newfoundland and Labrador,Harbour Main-Chapel's Cove-Lakeview,Town,"1,083","1,090",?0.6,21.05,51.4,,,
569,Newfoundland and Labrador,Hare Bay,Town,"1,031","1,020",1.1,34.06,30.3,,,
570,Newfoundland and Labrador,Hawke's Bay,Town,338,391,?13.6,46.55,7.3,,,
571,Newfoundland and Labrador,Heart's Content,Town,375,418,?10.3,62.81,6,,,
572,Newfoundland and Labrador,Heart's Delight-Islington,Town,704,663,6.2,27.27,25.8,,,
573,Newfoundland and Labrador,Heart's Desire,Town,223,226,?1.3,17.27,12.9,,,
574,Newfoundland and Labrador,Hermitage-Sandyville,Town,450,499,?9.8,28.91,15.6,,,
575,Newfoundland and Labrador,Holyrood,Town,"1,995","2,005",?0.5,125.57,15.9,,,
576,Newfoundland and Labrador,Hopedale,Town,556,530,4.9,3.36,165.7,,,
577,Newfoundland and Labrador,Howley,Town,221,241,?8.3,19.91,11.1,,,
578,Newfoundland and Labrador,Hughes Brook,Town,231,197,17.3,1.6,144.4,,,
579,Newfoundland and Labrador,Humber Arm South,Town,"1,681","1,854",?9.3,65.06,25.8,,,
580,Newfoundland and Labrador,Indian Bay,Town,174,196,?11.2,86.24,2,,,
581,Newfoundland and Labrador,Irishtown-Summerside,Town,"1,428","1,290",10.7,11.89,120.1,,,
582,Newfoundland and Labrador,Isle aux Morts,Town,619,718,?13.8,7.66,80.8,,,
583,Newfoundland and Labrador,Jackson's Arm,Town,323,374,?13.6,7.02,46,,,
584,Newfoundland and Labrador,Joe Batt's Arm-Barr'd Islands-Shoal Bay,Town,685,778,?12.0,26.02,26.3,,,
585,Newfoundland and Labrador,Keels,Town,61,73,?16.4,6.54,9.3,,,
586,Newfoundland and Labrador,King's Cove,Town,111,121,?8.3,21.48,5.2,,,
587,Newfoundland and Labrador,King's Point,Town,675,670,0.7,46.31,14.6,,,
588,Newfoundland and Labrador,Kippens,Town,"1,815","1,739",4.4,14.32,126.8,,,
589,Newfoundland and Labrador,Labrador City,Town,"7,367","7,240",1.8,38.83,189.7,,,
590,Newfoundland and Labrador,Lamaline,Town,286,315,?9.2,81.69,3.5,,,
591,Newfoundland and Labrador,L'Anse-au-Clair,Town,192,226,?15.0,61.92,3.1,,,
592,Newfoundland and Labrador,L'Anse au Loup,Town,550,593,?7.3,3.48,158.2,,,
593,Newfoundland and Labrador,Lark Harbour,Town,510,565,?9.7,12.92,39.5,,,
594,Newfoundland and Labrador,LaScie,Town,899,955,?5.9,29.14,30.8,,,
595,Newfoundland and Labrador,Lawn,Town,672,705,?4.7,3.61,186.1,,,
596,Newfoundland and Labrador,Leading Tickles,Town,337,407,?17.2,26.73,12.6,,,
597,Newfoundland and Labrador,Lewin's Cove,Town,555,566,?1.9,6.52,85.1,,,
598,Newfoundland and Labrador,Lewisporte,Town,"3,483","3,308",5.3,36.91,94.4,,,
599,Newfoundland and Labrador,Little Bay,Town,108,116,?6.9,1.45,74.6,,,
600,Newfoundland and Labrador,Little Bay East,Town,130,140,?7.1,1.48,87.8,,,
601,Newfoundland and Labrador,Little Bay Islands,Town,97,152,?36.2,7.16,13.5,,,
602,Newfoundland and Labrador,Little Burnt Bay,Town,294,325,?9.5,8.5,34.6,,,
603,Newfoundland and Labrador,Logy Bay-Middle Cove-Outer Cove,Town,"2,098","1,978",6.1,16.98,123.6,,,
604,Newfoundland and Labrador,Long Harbour-Mount Arlington Heights,Town,298,211,41.2,18.41,16.2,,,
605,Newfoundland and Labrador,Lord's Cove,Town,175,207,?15.5,30.91,5.7,,,
606,Newfoundland and Labrador,Lourdes,Town,532,550,?3.3,8.1,65.7,,,
607,Newfoundland and Labrador,Lumsden,Town,545,533,2.3,20.43,26.7,,,
608,Newfoundland and Labrador,Lushes Bight-Beaumont-Beaumont North,Town,220,275,?20.0,34.38,6.4,,,
609,Newfoundland and Labrador,Main Brook,Town,265,293,?9.6,28.51,9.3,,,
610,Newfoundland and Labrador,Makkovik,Town,361,362,?0.3,1.97,182.9,,,
611,Newfoundland and Labrador,Mary's Harbour,Town,383,417,?8.2,38.16,10,,,
612,Newfoundland and Labrador,Marystown,Town,"5,506","5,436",1.3,61.97,88.9,,,
613,Newfoundland and Labrador,Massey Drive,Town,"1,412","1,170",20.7,2.48,569.9,,,
614,Newfoundland and Labrador,McIvers,Town,546,571,?4.4,12.06,45.3,,,
615,Newfoundland and Labrador,Meadows,Town,649,637,1.9,3.79,171.2,,,
616,Newfoundland and Labrador,Middle Arm,Town,476,517,?7.9,25.19,18.9,,,
617,Newfoundland and Labrador,Miles Cove,Town,137,140,?2.1,4.03,34,,,
618,Newfoundland and Labrador,Millertown,Town,99,100,?1.0,3.24,30.5,,,
619,Newfoundland and Labrador,Milltown-Head of Bay d'Espoir,Town,789,865,?8.8,25.02,31.5,,,
620,Newfoundland and Labrador,Ming's Bight,Town,333,347,?4.0,3.78,88.1,,,
621,Newfoundland and Labrador,Morrisville,Town,117,128,?8.6,14.26,8.2,,,
622,Newfoundland and Labrador,Mount Carmel-Mitchells Brook-St. Catherines,Town,358,438,?18.3,61.55,5.8,,,
623,Newfoundland and Labrador,Mount Moriah,Town,785,752,4.4,15.71,50,,,
624,Newfoundland and Labrador,Musgrave Harbour,Town,"1,053","1,085",?2.9,69.94,15.1,,,
625,Newfoundland and Labrador,Musgravetown,Town,556,583,?4.6,13.63,40.8,,,
626,Newfoundland and Labrador,Nain,Town,"1,188","1,034",14.9,94.58,12.6,,,
627,Newfoundland and Labrador,New Perlican,Town,210,188,11.7,24.47,8.6,,,
